"","Site_ID","Date","Site_Subplot","Type","HoboName","Temp","Min","Max","Median","CV","Range","Subplot","LoggerID","TRT","Age","Day","Heatdome","MeanMin","MeanMax","MeanRange","MeanMean","MeanOffset","MinOffset","MaxOffset","RangeOffset"
"19","C1-13",2021-06-18,"C1-13_E","Soil","20173893.csv",13.0124583333333,11.139,15.091,12.835,9.47061291909666,3.952,"E","20173893","THIN",63,18,0,9.1578,24.2910807017544,15.1332807017544,14.3466588240728,1.33420049073948,-1.9812,9.20008070175439,11.1812807017544
"20","C1-13",2021-06-26,"C1-13_N","Air","9784547.csv",26.5349166666667,19.377,35.649,25.7085,19.5605815037275,16.272,"N","9784547","THIN",63,26,1,20.2762842105263,36.3253172314348,16.0490330209084,27.7363774880504,1.20146082138375,0.899284210526314,0.676317231434751,-0.222966979091563
"21","C1-13",2021-06-28,"C1-13_N","Air","9784547.csv",28.50975,14.9,34.163,31.676,25.2325241148933,19.263,"N","9784547","THIN",63,28,1,13.9388888888889,38.3482444444444,24.4093555555556,27.700448122627,-0.809301877373048,-0.96111111111111,4.18524444444445,5.14635555555556
"22","C1-13",2021-06-29,"C1-13_N","Air","9784547.csv",18.62675,14.325,29.853,16.713,27.1326501487733,15.528,"N","9784547","THIN",63,29,0,12.8534701754386,21.3307087719298,8.47723859649123,15.94464042237,-2.68210957762997,-1.4715298245614,-8.52229122807018,-7.05076140350877
"23","C1-13",2021-06-30,"C1-13_N","Air","9784547.csv",17.2674166666667,14.23,23.004,15.664,17.2080100070328,8.774,"N","9784547","THIN",63,30,0,12.6759459459459,16.9422494592646,4.26630351331865,13.9913783112105,-3.27603835545621,-1.55405405405405,-6.0617505407354,-4.50769648668135
"24","C1-13",2021-06-22,"C1-13_N","Air","9784547.csv",14.94925,12.207,19.758,13.99,15.4970736401444,7.551,"N","9784547","THIN",63,22,0,10.44489185292,23.0184701754386,12.5735783225186,14.3941002986043,-0.555149701395701,-1.76210814708003,3.26047017543859,5.02257832251863
"25","C1-13",2021-06-28,"C1-13_E","Soil","20173893.csv",24.1114166666667,16.141,27.567,25.7565,14.8920340812212,11.426,"E","20173893","THIN",63,28,1,14.6116666666667,41.2765,26.6648333333333,28.2747881036949,4.16337143702824,-1.52933333333333,13.7095,15.2388333333333
"26","C1-13",2021-06-29,"C1-13_N","Soil","20173903.csv",18.5865,15.76,28.258,17.1415,16.6587904028904,12.498,"N","20173903","THIN",63,29,0,13.2172070175439,23.5268912280702,10.3096842105263,17.1826659086284,-1.40383409137159,-2.54279298245614,-4.73110877192982,-2.18831578947368
"27","C1-13",2021-06-30,"C1-13_N","Soil","20173903.csv",17.4062083333333,15.091,21.569,16.5225,11.6636845755047,6.478,"N","20173903","THIN",63,30,0,13.055457957958,18.924956741168,5.86949878321003,14.8220394050345,-2.58416892829879,-2.03554204204204,-2.64404325883201,-0.608501216789969
"28","C1-13",2021-06-26,"C1-13_E","Air","2401795.csv",27.1458333333333,18.996,39.05,25.4165,25.442994608894,20.054,"E","2401795","THIN",63,26,1,20.2762842105263,36.3253172314348,16.0490330209084,27.7363774880504,0.590544154717083,1.28028421052631,-2.72468276856524,-4.00496697909156
"29","C1-13",2021-06-27,"C1-13_E","Air","2401795.csv",33.74675,18.901,52.873,33.641,33.7614495303724,33.972,"E","2401795","THIN",63,27,1,23.8581192982456,41.8508807017544,17.9927614035088,33.7258064327485,-0.0209435672514573,4.95711929824561,-11.0221192982456,-15.9792385964912
"30","C1-13",2021-06-15,"C1-13_E","Air","2401795.csv",14.1768333333333,11.334,19.377,13.124,20.7640746076357,8.043,"E","2401795","THIN",63,15,0,9.89543759512938,14.4245368421053,4.52909924697589,11.4374355354724,-2.73939779786095,-1.43856240487062,-4.95246315789474,-3.51390075302411
"31","C1-13",2021-06-16,"C1-13_E","Air","2401795.csv",16.2013333333333,11.041,26.195,13.7015,32.6470306437373,15.154,"E","2401795","THIN",63,16,0,8.45024912280702,25.6821333333333,17.2318842105263,15.620654486065,-0.580678847268322,-2.59075087719298,-0.512866666666667,2.07788421052632
"32","C1-13",2021-06-17,"C1-13_E","Air","2401795.csv",17.0031666666667,12.11,27.862,14.0855,34.5167374838504,15.752,"E","2401795","THIN",63,17,0,9.58612633181126,25.6611222222222,16.074995890411,16.372729223406,-0.630437443260671,-2.52387366818874,-2.20087777777777,0.322995890410962
"33","C1-13",2021-06-16,"C1-13_N","Air","9784547.csv",16.2254166666667,11.139,25.319,13.7015,32.5220781800561,14.18,"N","9784547","THIN",63,16,0,8.45024912280702,25.6821333333333,17.2318842105263,15.620654486065,-0.604762180601655,-2.68875087719298,0.363133333333334,3.05188421052632
"34","C1-13",2021-06-21,"C1-13_N","Air","9784547.csv",20.891,14.23,30.356,19.5205,27.0181256740564,16.126,"N","9784547","THIN",63,21,0,12.1914771929825,31.3360444444444,19.144567251462,22.7666500323774,1.87565003237737,-2.03852280701754,0.980044444444445,3.01856725146199
"35","C1-13",2021-06-30,"C1-13_E","Soil","20173893.csv",16.8778333333333,14.804,20.615,15.951,11.5079609377873,5.811,"E","20173893","THIN",63,30,0,13.055457957958,18.924956741168,5.86949878321003,14.8220394050345,-2.05579392829879,-1.74854204204204,-1.69004325883201,0.058498783210033
